restaurant_name_tc,restaurant_name_en,district_name_tc,district_name_en,district_code,address_tc,address_en,license_id,license_type_code,info_code,expiry_date,latitude,longitude,lastupdate,google_id,rating,price_level,review_count,primary_type,all_types,naming_style_en,naming_style_tc
泰式風味,泰式風味,油尖區,Yau Tsim,61,九龍尖沙咀漆咸圍1-3號多福大廈地下C鋪,"SHOP C, G/F, DOLFORD MANSION, 1-3 CHATHAM COURT, TSIM SHA TSUI, KOWLOON",2261815960,RL,,2026-08-08,22.301958,114.1758669,2025-08-07,ChIJsyuSnoMBBDQRpqVnlIg0xL8,4.7,0.0,211,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
天龍泰越餐廳,天龍泰越餐廳,九龍城區,Kowloon City,52,"九龍何文田忠孝街60號愛民上邨地下熟食檔 5,6,7及8號檔","COOKED FOOD STALL NO. 5, 6, 7 & 8, G/F, UPPER OI MAN ESTATE, 60 CHUNG HAU STREET, HO MAN TIN, KOWLOON",2252806948,RL,,2026-04-22,22.31381,114.17816,2025-04-03,ChIJ4RnSSOABBDQRMWTmcy2P3bA,3.8,0.0,101,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰然,Thai Yin,葵青區,Kwai Tsing,91,新界青衣擔桿山路6號長發廣場地下114B號鋪,"SHOP 114B, G/F, CHEUNG FAT PLAZA, 6 TAM KON SHAN ROAD, TSING YI, NEW TERRITORIES",2291803713,RL,#F#G#H,2027-02-21,22.3622626,114.1036172,2026-02-06,ChIJyyUahYH5AzQRBUmiD2rF1j0,4.2,0.0,183,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰濃麵,SIAM NOODLES,油尖區,Yau Tsim,61,九龍尖沙咀樂道7A號嘉樂大廈地下,"G/F, KARLOCK BUILDING, 7A LOCK ROAD, TSIM SHA TSUI, KOWLOON",3161808018,RR,,2026-05-02,22.2968984,114.1714547,2025-05-07,ChIJa3k2WIQBBDQRFjZSuoVG5tA,4.3,3.0,814,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰國素食,泰國素食,九龍城區,Kowloon City,52,九龍九龍城城南道28號昌旺樓地下,"G/F, CHEONG WONG BUILDING, 28 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252806850,RL,,2027-02-27,22.3292,114.191128,2026-01-06,ChIJHfPPwCoHBDQRtTNZXStdi7o,4.3,3.0,315,vegan_restaurant,"['vegan_restaurant', 'vegetarian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰亞萊海南雞專門店(深水埗店),泰亞萊海南雞專門店(深水埗店),深水埗區,Sham Shui Po,63,九龍深水埗福榮街97號地下,"G/F, 97 FUK WING STREET, SHAM SHUI PO, KOWLOON",2263806230,RL,,2027-01-16,22.3314398414286,114.16324445729,2026-03-16,ChIJqeH-z_oBBDQRg0fvdYF1V_8,3.9,0.0,67,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰然,Thai Yin,觀塘區,Kwun Tong,51,九龍觀塘利安道15號順利邨利業樓F3樓 D11及D12舖,"SHOP NOS. D11 AND D12, F3 FLOOR, LEE YIP HOUSE, SHUN LEE ESTATE, 15 LEE ON ROAD, KWUN TONG, KOWLOON",2251807379,RL,,2026-10-03,22.3318296,114.2256291,2025-08-29,ChIJl9ytsGoHBDQRp5aHcLKxQAc,4.2,0.0,68,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
(屯門)小曼谷泰國菜,Small Bangkok Thai Restaurant,屯門區,Tuen Mun,93,新界屯門青善街4-70號康景花園地下19-21號鋪,"SHOP 19-21, G/F, HONG KING GARDEN, 4-70 TSING SIN STREET, TUEN MUN, NEW TERRITORIES",2293804941,RL,,2027-03-20,22.3854424,113.9799861,2026-03-09,ChIJ7ZPrGhX7AzQRYXZmY4-cIZs,3.8,0.0,212,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
新泰東南亞餐廳,SUN THAI RESTAURANT,沙田區,Sha Tin,97,新界馬鞍山西沙路608號馬鞍山廣場第二層259號鋪 及部份260號鋪,"SHOP 259 & PORTION OF SHOP 260, LEVEL 2, MA ON SHAN PLAZA, 608 SAI SHA ROAD, MA ON SHAN, NEW TERRITORIES",2297807203,RL,#G,2027-04-14,22.4254549,114.2317218,2026-03-03,ChIJ02F4DbEIBDQRjgmUy00s2jM,3.7,3.0,196,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
新泰東南亞餐廳,SUN THAI RESTAURANT,油尖區,Yau Tsim,61,九龍尖沙咀加拿分道25至31號國際商業信貸銀行大廈 地下1A舖及地庫,"SHOP 1A, G/F., & B/F, BCC BUILDING, 25-31 CARNARVON ROAD, TSIM SHA TSUI, KOWLOON",2261816936,RL,#G,2026-06-10,22.2981892,114.1737769,2025-06-05,ChIJpS0Qm9YBBDQRGPpcSuKp_nc,4.0,3.0,1025,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
阿閒泰,AHAN THAI,油尖區,Yau Tsim,61,九龍尖沙咀河內道18號 K11 2樓 219&220號舖,"SHOP NOS. 219 & 220 ON LEVEL 2 OF K11, NO. 18 HANOI ROAD, TSIM SHA TSUI, KOWLOON",2261818224,RL,#G,2026-04-22,22.2974299,114.1737537,2025-03-12,ChIJMbCCOk8BBDQRI4q1Uufld7U,3.8,0.0,327,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
555 Thai Fusion,555 Thai Fusion,觀塘區,Kwun Tong,51,九龍官塘牛頭角道77號  淘大商場第二期G234-237號舖,"SHOP NO. G234-237, G/F, PHASE 2, AMOY PLAZA, 77 NGAU TAU KOK ROAD, KWUN TONG, KOWLOON",2251807892,RL,,2026-05-21,22.3241301,114.2164347,2025-05-14,ChIJT68_XgAHBDQR81YjvftaMTs,2.4,0.0,30,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰原味,Thai Cuisine,西貢區,Sai Kung,98,新界西貢將軍澳健明邨彩明商場(擴建部份)2樓250號鋪,"SHOP NO. 250, 2/F, CHOI MING SHOPPING CENTRE (EXTENSION), KIN MING ESTATE, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",2298804706,RL,,2026-04-19,22.3060752,114.2524067,2025-05-21,ChIJZ_28CH4DBDQRcDgrA4L3ps0,3.0,0.0,177,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
茶泰&意樂,Cha Tai & Itamomo,東區,Eastern,11,香港北角英皇道560號健威坊地下上層U26鋪,"SHOP U26, UG/F., FITFORT, 560 KING'S ROAD, NORTH POINT, HONG KONG",2211809425,RL,,2026-06-20,22.2913816,114.2037008,2025-06-19,ChIJ18gl9g8BBDQRZBbpmphbB9A,3.5,0.0,82,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
中泰味美,中泰味美,九龍城區,Kowloon City,52,九龍土瓜灣美景街5號地下,"G/F, NO. 5 MEI KING STREET, TO KWA WAN, KOWLOON",2252807987,RL,,2026-06-23,22.3162031575129,114.190298757001,2025-06-23,ChIJbc-BAtgABDQRUaEMJ0b4SL4,3.7,0.0,71,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
青悅越泰料理,Lime Garden (Sky) +,離島區,Islands,17,香港大嶼山香港國際機場一號客運大樓8樓 8T011及8T012號鋪,"UNIT NO. 8T011 & 8T012, LEVEL 8, TERMINAL 1, HONG KONG INTERNATIONAL AIRPORT, LANTAU ISLAND, HONG KONG",2217802356,RL,#G,2026-09-12,22.3154717238311,113.935135509964,2025-08-27,ChIJ1Qlifa3jAzQRpG7tdmDFaho,2.4,0.0,177,vietnamese_restaurant,"['vietnamese_restaurant', 'thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
尚蓮越泰料理,Lian Vietnamese & Thai Cuisine,離島區,Islands,17,香港大嶼山東涌達東路18-20號 東薈城4樓401號舖及鋪前露天座位間,"SHOP 401, 4/F., AND THE OUTSIDE SEATING ACCOMODATIONAT SHOP FRONT, CITYGATE, 18-20 TAT TUNG ROAD, TUNG CHUNG, LANTAU ISLAND, HONG KONG",2217802860,RL,#A#G,2026-07-02,22.2897641000029,113.941297510507,2025-06-30,ChIJN3EtXQXjAzQR52iLzuShCWI,3.2,0.0,97,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰金鍋,泰金鍋泰式火鍋放題 THAIPOT,荃灣區,Tsuen Wan,92,新界荃灣   海之戀商場 1樓 1009-1010號鋪,"SHOP NOS. 1009-1010, 1/F, OP MALL, TSUEN WAN, NEW TERRITORIES",2292807873,RL,,2027-03-03,22.3680338,114.1102967,2026-03-04,ChIJp-ILjWL5AzQRws_GRUL4voc,4.5,3.0,432,hot_pot_restaurant,"['hot_pot_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
R.T. 泰國美食 ②,Rim Taang Thai BBQ 2,九龍城區,Kowloon City,52,九龍紅磡蕪湖街104號地下,"G/F, 104 WUHU STREET, HUNG HOM, KOWLOON",2252807747,RL,,2027-01-06,22.30833,114.184552,2025-12-23,ChIJ_6OSbbYBBDQRxC8Cq8TNbfM,4.0,0.0,50,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
喜泰味,HEY THAIMATE RESTAURANT,深水埗區,Sham Shui Po,63,九龍深水埗東京街12號 麗閣邨麗閣商場地下29號鋪,"SHOP NO. 29, G/F, LAI KOK SHOPPING CENTRE, LAI KOK ESTATE, 12 TONKIN STREET, SHAM SHUI PO, KOWLOON",2263807941,RL,,2026-06-14,22.333873,114.157342,2025-06-10,ChIJ56Aa5ugBBDQReKR8r_EL--Q,3.2,0.0,101,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰爸爸,Phat Papa Restaurant,旺角區,Mong Kok,62,九龍大角咀海泓道1號奧海城三期地下G26號舖及舖前露天座位,"SHOP G26 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, G/F, OLYMPIAN CITY 3, 1 HOI WANG ROAD, TAI KOK TSUI, KOWLOON",2262815198,RL,#A,2026-10-06,22.3174791,114.1647565,2025-10-02,ChIJy3J_-bgABDQR7OCDG-IqFpg,4.0,0.0,40,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰原味,泰原味,深水埗區,Sham Shui Po,63,九龍深水埗富昌邨 南昌薈1樓F117及F118號舖,"SHOP NOS. F117 & F118, 1/F, NAM CHEONG PLACE, FU CHEONG ESTATE, SHAM SHUI PO, KOWLOON",2263807084,RL,,2027-03-22,22.3286528,114.1546569,2026-03-04,ChIJHXHFD64ABDQREyJiVxMOxJk,2.8,0.0,45,point_of_interest,"['point_of_interest', 'establishment']",Standard,標準
泰嘟嘟,Thai Tuk Tuk,旺角區,Mong Kok,62,九龍大角咀利得街14號地下,"G/F, 14 LI TAK STREET, TAI KOK TSUI, KOWLOON",2262814423,RL,,2026-09-02,22.3209979,114.1614217,2025-08-29,ChIJYZlq0CYBBDQRCoTymCpFAss,4.1,0.0,189,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
亞泰,A HAYA,西貢區,Sai Kung,98,新界西貢將軍澳康城路1號康城3樓344號鋪,"SHOP UNIT 344, LEVEL 3 , THE LOHAS, NO. 1 LOHAS PARK ROAD, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",2298805374,RL,#G,2027-04-15,22.2968981,114.2699173,2026-03-06,ChIJMy5q308DBDQRmdW_RTZ12ZE,2.5,0.0,46,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰金鍋,泰金鍋,旺角區,Mong Kok,62,九龍旺角彌敦道601號創興廣場6樓,"6/F, CHONG HING SQUARE, NO. 601 NATHAN ROAD, MONG KOK, KOWLOON",2262814469,RL,#G#H,2026-09-19,22.3162402,114.1697037,2025-09-18,ChIJDcyF8NkBBDQR0t8JGeGpEqM,4.4,3.0,622,hot_pot_restaurant,"['hot_pot_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰識野,THAI SHAKE YEAH,屯門區,Tuen Mun,93,新界屯門海皇路23號御海灣地下3及4號舖,"SHOP NOS. 3 & 4, G/F., REGENCY BAY, 23 HOI WONG ROAD, TUEN MUN, NEW TERRITORIES",2293806150,RL,,2027-02-09,22.381039,113.9706244,2026-02-09,ChIJCW3gLgD7AzQREMVmhC-3JN0,2.7,0.0,6,asian_restaurant,"['asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
Tommy Yummy Thai Café,Tommy Yummy Thai Café,西貢區,Sai Kung,98,新界西貢將軍澳 康城路1號  康城 3樓352A號鋪,"SHOP UNIT 352A, LEVEL 3, THE LOHAS , NO. 1 LOHAS PARK ROAD, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",2298805611,RL,,2026-07-18,22.2968981,114.2699173,2025-07-07,ChIJL48m1ZgDBDQRmxW1Bdzj2c4,3.3,0.0,73,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
燒得起泰道,燒得起泰道,深水埗區,Sham Shui Po,63,九龍深水埗青山道155-181號天悅廣場地下B2號舖,"SHOP NO. B2, G/F, SMILING PLAZA, 155-181 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON",2263808175,RL,#G#H,2027-01-04,22.3351446,114.1601917,2026-01-13,ChIJ3Vd4FAAHBDQRjxWGG3YGyB8,4.8,0.0,6,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰潮,THAI CHIU,葵青區,Kwai Tsing,91,新界葵涌興芳路223號新都會廣場第一層167號鋪,"SHOP 167, LEVEL 1, METROPLAZA, 223 HING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",2291804628,RL,,2027-01-17,22.3574339,114.1261909,2026-03-04,ChIJadaJCi75AzQR6xjWiXbk9Pg,2.3,0.0,57,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
隆姐泰國美食館,PEE LONG THAI TRADITIONAL FOOD,九龍城區,Kowloon City,52,九龍九龍城南角道21-23號地下,"G/F, 21-23 NAM KOK ROAD, KOWLOON CITY, KOWLOON",2252807251,RL,#G,2026-10-31,22.3286158926054,114.189750957384,2025-10-06,ChIJ90RgMtUABDQRNbhQAUQi1kk,3.8,3.0,422,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰開心泰菜館,泰開心泰菜館,九龍城區,Kowloon City,52,九龍九龍城打鼓嶺道3-7號地下B鋪,"SHOP B, G/F, NOS. 3-7 TAK KU LING ROAD, KOWLOON CITY, KOWLOON",2252807659,RL,,2026-08-19,22.3284383,114.1913573,2025-08-06,ChIJpWZJqCoHBDQRZmrYpYVMceU,4.2,0.0,105,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
辣椒醬泰國菜,CHILLI PASTE,元朗區,Yuen Long,94,新界元朗元朗安樂路1-11A號明珠樓A座地下2-3號鋪,"SHOP 2-3, G/F, BLOCK A PEARL HOUSE, 1- 11A YUEN LONG ON LOK ROAD, YUEN LONG, NEW TERRITORIES",2294809077,RL,,2026-11-05,22.444876,114.0320293,2025-12-02,ChIJWSy2BgDxAzQRFTryvJJNjEw,4.4,0.0,29,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
友誼泰國菜,FRIENDSHIP THAI FOOD,九龍城區,Kowloon City,52,九龍九龍城城南道5號地下,"G/F, 5 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252808069,RL,,2026-09-20,22.328408,114.190767,2025-08-22,ChIJOdKwZ9UGBDQRGtUWzWEgzbg,4.2,3.0,182,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
茶泰,Cha Thai,觀塘區,Kwun Tong,51,九龍藍田啟田道50號 啟田邨 及 安田邨 啟田商場2樓209號舖,"SHOP NO. 209, 2/F, KAI TIN SHOPPING CENTRE, KAI TIN EST & ON TIN EST, 50 KAI TIN ROAD, LAM TIN, KOWLOON",2251808099,RL,,2026-09-08,22.309093,114.2343596,2025-07-22,ChIJDZJLwVkBBDQRL1yeyr0YL9s,3.0,3.0,106,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
亞萊泰,AROI THAI,沙田區,Sha Tin,97,新界沙田禾輋邨(商業/停車場大樓之構成部分)(又稱禾輋廣場) 商業中心2樓255A號鋪,"SHOP NO. 255A, SECOND FLOOR, COMMERCIAL CENTRE (ALSO KNOWN AS WO CHE PLAZA) (FORMING PART OF COMMERCIAL/CAR PARK BLOCKS), WO CHE ESTATE, SHA TIN, NEW TERRITORIES",2297808233,RL,,2026-10-06,22.3879585,114.1952465,2025-09-30,ChIJZ_euDwAHBDQRaxi1fwBjT4M,4.7,0.0,6,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰國的味道,TASTE OF THAI,離島區,Islands,17,新界大嶼山愉景灣海澄湖畔路96號 地下G30鋪,"SHOP NO. G30, G/F, 96 SIENA AVENUE, DISCOVERY BAY, LANTAU ISLAND, NEW TERRITORIES",2217803067,RL,,2026-08-15,22.30873,114.01671,2025-08-27,ChIJqfvI7GT9AzQR0cjoqn7xqBA,4.1,0.0,169,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
新泰東南亞餐廳,SUN THAI RESTAURANT,灣仔區,Wan Chai,12,"香港灣仔大王東街21-23號興旺閣地下,1字樓及2字樓","G/F., 1/F., & 2/F., HING WONG COURT, NO. 21-23 TAI WONG STREET EAST, WAN CHAI, HONG KONG",2212819450,RL,#G,2026-12-09,22.2761246,114.1713011,2025-12-01,ChIJY25z7-ABBDQRIpZb5K8lZ4Q,4.0,3.0,518,thai_restaurant,"['thai_restaurant', 'malaysian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰船,Thai Boat,北區,North,96,新界上水新成路105號地下,"G/F, 105 SAN SHING AVENUE, SHEUNG SHUI, NEW TERRITORIES",2296802797,RL,#G,2027-02-03,22.5045262265392,114.12959990419,2026-02-11,ChIJU_kbPnn3AzQRODULYlAccxU,4.8,0.0,542,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
金象泰小館,金象泰小館,荃灣區,Tsuen Wan,92,新界荃灣大壩街 45號地下,"G/F, 45 TAI PA STREET, TSUEN WAN, NEW TERRITORIES",2292808362,RL,,2027-01-18,22.3714481,114.1113755,2025-12-16,ChIJ-dJkMNf5AzQRXK2Tlf6Q_jg,3.1,0.0,75,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰‧初夏,泰‧初夏,荃灣區,Tsuen Wan,92,新界荃灣青山道398號愉景新城第二層2030號鋪,"SHOP NO. 2030, LEVEL 2, D-PARK, DISCOVERY PARK, 398 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",2292808177,RL,,2026-08-30,22.3658966,114.0719615,2025-08-08,ChIJVaAATfD4AzQRvBY0XdPtETY,4.5,0.0,212,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
越泰豐,Yuet Tai Fung,觀塘區,Kwun Tong,51,九龍觀塘宜安街9-27號有利大樓地下G舖,"SHOP G, G/F, YAU LEE BUILDING, 9-27 YEE ON STREET, KWUN TONG, KOWLOON",2251809135,RL,,2026-08-04,22.3155195,114.2223784,2025-10-31,ChIJLRWFw04BBDQRp2zaUe5Opng,3.8,3.0,107,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰識野,泰識野,油尖區,Yau Tsim,61,"九龍白加士街68 & 70號及 南京街1J,1K,1L & 1M號地下B號舖","SHOP NO.B ON GROUND FLOOR, NOS. 1J, 1K, 1L & 1M NANKING STREET & NOS.68 & 70 PARKES STREET, KOWLOON",2261821668,RL,,2027-02-07,22.3057994,114.17088,2026-01-28,ChIJBeojRGUBBDQRm6dODlEBWmM,3.1,0.0,50,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
曼谷泰菜,Bangkok Thai Restaurant,東區,Eastern,11,香港北角英皇道483-497號 東寶大廈地下E-F鋪,"SHOP E-F, G/F, TUNG PO BUILDING, 483-497 KING'S ROAD, NORTH POINT, HONG KONG",2211810386,RL,#G,2027-02-21,22.2917357,114.2018517,2026-03-05,ChIJa6ulPwUBBDQRI9VCL3SlI4w,3.4,3.0,287,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
夢亞萊泰國餐廳,Mum Aroi Thai Restaurant,元朗區,Yuen Long,94,新界元朗洪水橋 洪水橋大街11號   地下,"G/F, NO. 11 HUNG SHUI KIU MAIN STREET, HUNG SHUI KIU, YUEN LONG, NEW TERRITORIES",2294810123,RL,,2026-07-20,22.4333834,113.9956273,2025-07-03,ChIJHVP5-Gz7AzQRMCaaERLvDoM,3.8,0.0,134,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰閣海南雞飯專門店,泰閣海南雞飯專門店,觀塘區,Kwun Tong,51,九龍觀塘牛頭角道305-325及325A號 觀塘立成大廈地下G鋪,"SHOP G, G/F, KWUN TONG LAP SHING BUILDING, 305-325& 325A NGAU TAU KOK ROAD, KWUN TONG, KOWLOON",2251808974,RL,,2026-06-05,22.315088,114.2219372,2025-08-06,ChIJIbuH3VwBBDQRx7PujXt9tys,3.6,0.0,20,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
Thong Thai,Thong Thai,中西區,Central/Western,18,香港皇后大道中270-276號中央大廈地下B舖,"SHOP B, G/F, CENTRAL MANSION, 270-276 QUEEN'S ROAD CENTRAL, HONG KONG",2218817137,RL,,2026-10-09,22.284438,114.1507631,2025-10-10,ChIJiTihvIkBBDQRhqZm3APs8K8,4.4,0.0,25,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰COOL,THAI COOL,觀塘區,Kwun Tong,51,九龍觀塘牛頭角道77號 淘大花園第4期淘大商場1樓 F232-240 號舖及2樓部份,"PORTION OF 2/F, SHOP NOS. F232-240, 1/F, AMOY PLAZA, AMOY GARDENS PHASE 4, 77 NGAU TAU KOK ROAD, KWUN TONG, KOWLOON",2251809366,RL,,2027-01-26,22.323877,114.217024,2025-12-16,ChIJa0N3TRUHBDQRpqWzYM1KRQE,4.3,0.0,141,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
茶泰,Cha Thai,葵青區,Kwai Tsing,91,新界葵芳興芳路223號新都會廣場5樓501-510號鋪,"SHOP NO. 501-510, 5/F, METROPLAZA, 223 HING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",2291804840,RL,,2026-06-14,22.3574339,114.1261909,2025-04-29,ChIJCydv2575AzQRuNifiMewNj8,2.6,0.0,104,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
城中泰,Midtown Thai,元朗區,Yuen Long,94,新界元朗天水圍天恩路12-18號+WOO嘉湖二期地下 G02號鋪,"SHOP NO. G02, G/F, +WOO PHASE 2, 12-18 TIN YAN ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",2294810691,RL,#G,2026-06-07,22.4571643,114.0038988,2025-05-20,ChIJO96U7OHxAzQRtiCsdjN-ma4,3.3,0.0,84,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
Cha Thai Chicken Factory,Cha Thai Chicken Factory,西貢區,Sai Kung,98,新界西貢將軍澳貿業路8號新都城三期2樓250-251號鋪,"SHOP NO. 250-251, 2/F, MCP DISCOVERY, 8 MAU YIP ROAD, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",2298806386,RL,,2026-06-28,22.3225992,114.2566957,2025-05-27,ChIJOzIrIA8FBDQRPYnJlhhinnM,3.3,0.0,53,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰潮,THAI CHIU,沙田區,Sha Tin,97,新界沙田白石角香港科學園 1 期 5W 大廈地下 S015 及 S016 單位,"UNITS S015 & S016, G/F, BUILDING 5W, PHASE 1, HONG KONG SCIENCE PARK, PAK SHEK KOK, SHA TIN, NEW TERRITORIES",2297808631,RL,,2026-05-22,22.424307,114.211612,2025-05-16,ChIJFaeP2_kJBDQRh12XaUlzoBM,3.5,0.0,80,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
Here Thai,Here Thai,沙田區,Sha Tin,97,新界沙田沙田正街2-8號新城市廣場第三期 二樓A216號鋪,"SHOP A216 ON LEVEL 2, NEW TOWN PLAZA PHASE 3, 2-8 SHA TIN CENTRE STREET, SHA TIN, NEW TERRITORIES",2297808756,RL,#F#G,2026-08-07,22.379537,114.187559,2025-07-23,ChIJcynpIQAHBDQR_fAvAYUi59g,3.9,0.0,517,thai_restaurant,"['thai_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",English,英文
泰金鍋,THAIPOT,觀塘區,Kwun Tong,51,九龍觀塘觀塘道414號 1亞太中心10樓,"10/F, ONE PACIFIC CENTRE, 414 KWUN TONG ROAD, KWUN TONG, KOWLOON",2251809056,RL,#G#H,2026-07-03,22.312567,114.224515,2025-07-16,ChIJX_sf5lQBBDQRRJtMmOhtf8o,4.8,0.0,322,hot_pot_restaurant,"['hot_pot_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰斗,THAI MASTER,元朗區,Yuen Long,94,新界元朗大樹下東路丈量約份第120約地段第1828號餘段、 第1831號(部分)、第1832號A分段及第1832號餘段 (部分)地下及鋪前露天座位,"G/F AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, LOTS 1828 RP, 1831 (PART), 1832 S.A AND 1832 RP (PART) IN D.D. 120, TAI SHU HA ROAD EAST, YUEN LONG, NEW TERRITORIES",2294810877,RL,#A#F#G,2026-08-06,22.4368147862539,114.02858980078,2025-07-04,ChIJwwctlSf7AzQR8Ze0q284t9Y,4.2,0.0,206,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
