restaurant_name_tc,restaurant_name_en,district_name_tc,district_name_en,district_code,address_tc,address_en,license_id,license_type_code,info_code,expiry_date,latitude,longitude,lastupdate,google_id,rating,price_level,review_count,primary_type,all_types,naming_style_en,naming_style_tc
泰美味,THAI MAY MAY,九龍城區,Kowloon City,52,九龍城龍崗道2-4號龍鳳樓地下A2鋪,"SHOP A2, G/F, LUNG FUNG HOUSE, 2-4 LUNG KONG ROAD, KOWLOON CITY, KOWLOON",2252803684,RL,,2026-05-20,22.328379,114.190549,2025-04-08,ChIJzxJ5sSoHBDQRRw5ezmzh-fg,4.1,2.0,99,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
阿根泰菜,THAI GUN,油尖區,Yau Tsim,61,九龍油麻地北海街10號四喜樓地下B鋪,"SHOP B, G/F, SAY HAY HOUSE, 10 PAK HOI STREET, YAU MA TEI, KOWLOON",3161804858,RR,,2026-10-17,22.3083159,114.1689457,2025-10-10,ChIJYW1vT2ABBDQRA6sXR_4hLHk,4.6,0.0,21,restaurant,"['restaurant', 'thai_restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰國人海南雞,Koon Thai Hai Nam Chicken,深水埗區,Sham Shui Po,63,九龍深水埗福榮街72號地下,"G/F, KAM FOOK BUILDING, 72 FUK WING STREET, SHAM SHUI PO, KOWLOON",2263802928,RL,,2026-07-04,22.331714,114.163283,2025-06-25,ChIJuwgIuLQABDQRSALiYgX_Vvs,3.2,3.0,370,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰好味,THAI GOOD FOOD,九龍城區,Kowloon City,52,九龍九龍城城南道2-6A號地下3號舖,"SHOP 3, G/F, NOS. 2-6A SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252803569,RL,,2027-01-23,22.328273,114.191015,2026-01-05,ChIJo0kHrSoHBDQRhAVyoWdsJic,4.0,3.0,226,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金不換泰國餐廳,Sweet Basil Thai Cuisine,灣仔區,Wan Chai,12,香港銅鑼灣波斯富街99號利舞臺廣場7樓B舖,"SHOP B, 7/F., LEE THEATRE PLAZA, 99 PERCIVAL STREET, CAUSEWAY BAY, HONG KONG",2212810286,RL,,2026-09-29,22.2782879,114.1831818,2025-09-09,ChIJbcqfL1EABDQRsUeDVN7sIlQ,3.9,0.0,214,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
康蘭泰式食,康蘭泰式食,離島區,Islands,17,香港長洲北社街62號地下,"G/F., NO. 62 PAK SHE STREET, CHEUNG CHAU, HONG KONG",2217801195,RL,,2026-09-13,22.21089,114.02845,2025-09-09,ChIJidrrrI1WATQR3XXlbsesOrQ,3.9,0.0,16,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰屋,泰屋,九龍城區,Kowloon City,52,九龍九龍城城南道47號地下,"G/F, 47 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",3152801923,RR,,2026-10-05,22.3297635,114.1908769,2025-09-19,ChIJ22O2myoHBDQRtyR4RU5-zR0,3.9,0.0,301,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰禾小食,Thailand Food,葵青區,Kwai Tsing,91,新界葵涌大隴街153號怡勝花園地下7號鋪,"SHOP 7, G/F, VICTORY GARDEN, 153 TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES",3191800721,RR,,2026-08-21,22.3666635,114.1388029,2025-08-12,ChIJjYh-mrv5AzQR8GyU7z0BALY,3.5,0.0,30,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
金麥泰泰國菜館,GOLDEN WHEAT THAI RESTAURANT,九龍城區,Kowloon City,52,九龍九龍城福佬村道12號博林軒地下B及C舖,"SHOP B & C, G/F, OXFORD HEIGHTS, 12 FUK LO TSUN ROAD, KOWLOON CITY, KOWLOON",2252803417,RL,,2026-10-02,22.3281146,114.1877565,2026-01-20,ChIJ1815wCoHBDQR_cWBih7Zguc,3.9,3.0,301,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
芭堤雅泰國菜,PATTAYA THAI HOUSE,元朗區,Yuen Long,94,新界元朗元朗安樂路1-11號明珠樓地下1號舖,"SHOP 1,  GROUND FLOOR, PEARL HOUSE, 1-11 YUEN LONG ON LOK ROAD, YUEN LONG, NEW TERRITORIES",2294804106,RL,,2026-09-09,22.444876,114.0320293,2025-07-25,ChIJrxcsIafwAzQRPfysCKRXngs,4.0,3.0,334,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰寫意,泰寫意,葵青區,Kwai Tsing,91,新界葵涌葵盛西邨商場三樓第28號舖,"SHOP NO.  28, 2/F, SHOPPING CENTRE, KWAI SHING WEST ESTATE, KWAI CHUNG, NEW TERRITORIES",2291801887,RL,,2026-08-13,22.3606969,114.1227167,2025-08-01,ChIJgdbrf5X4AzQRPh0fZgCgR1Q,3.7,0.0,33,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
Thai Enjoy Bar,Thai Enjoy Bar,旺角區,Mong Kok,62,九龍旺角登打士街43H號登打士廣場8樓,"8/F, DUNDAS SQUARE, 43H DUNDAS STREET, MONG KOK, KOWLOON",3162803180,RR,,2026-09-15,22.3156968,114.1711296,2025-09-30,ChIJtfHpgA4BBDQRXL4-1ySS1Wc,4.6,0.0,49,massage,"['massage', 'service', 'point_of_interest', 'establishment']",English,英文
Tasty Thai Kitchen& Bar,Tasty Thai Kitchen& Bar,南區,Southern,15,香港赤柱佳美道23號赤柱廣場1樓113號舖,"SHOP NO. 113, 1/F, STANLEY PLAZA, 23 CARMEL ROAD, STANLEY, HONG KONG",2215801155,RL,,2027-02-21,22.2193417,114.2099012,2026-02-10,ChIJcTunHWyqBjQREeRu-QiVeEI,2.6,0.0,94,point_of_interest,"['point_of_interest', 'establishment']",English,英文
極品泰國菜館,GREAT THAI FOOD,旺角區,Mong Kok,62,九龍大角咀中滙街16號中美樓地下29號地舖,"SHOP 29, G/F, CHUNG MEI BUILDING, 16 CHUNG WUI STREET, TAI KOK TSUI, KOWLOON",2262810218,RL,,2026-12-14,22.3226383,114.1614402,2025-11-27,ChIJS4Yj2R8BBDQRwCWSLgoEYaA,4.1,0.0,133,halal_restaurant,"['halal_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰風情正宗泰國菜館,泰風情正宗泰國菜館,九龍城區,Kowloon City,52,九龍九龍城衙前圍道62號地下及閣樓,"G/F. & C/L., NO. 62 NGA TSIN WAI ROAD, KOWLOON CITY, KOWLOON",2252805422,RL,,2026-04-21,22.329065,114.190603,2025-05-21,ChIJufdcgtUGBDQRo5k8cY1tGxI,3.7,0.0,123,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰式東王,THAI THUNG FON,九龍城區,Kowloon City,52,九龍九龍城南角道15號地下,"G/F, 15 NAM KOK ROAD, KOWLOON CITY, KOWLOON",3152802412,RR,,2026-04-19,22.3291212563792,114.189768146438,2025-04-16,ChIJbWODYnUHBDQRgKQzDIBoxyA,4.0,0.0,1,restaurant,"['restaurant', 'thai_restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
真亞萊泰,真亞萊泰,元朗區,Yuen Long,94,新界元朗泰豐街1-5號遠東樓地下2號鋪,"SHOP 2, G/F, YUEN TUNG BUILDING, 1-5 TAI FUNG STREET, YUEN LONG, NEW TERRITORIES",2294804197,RL,,2026-12-11,22.4459795,114.029869,2025-10-20,ChIJwe0CczPxAzQR3OdXZ0oFams,4.2,0.0,9,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰出色泰國餐廳,泰出色泰國餐廳,灣仔區,Wan Chai,12,香港北角電器道80-86號成功樓地下A及B舖,"SHOP A & B, G/F., SHING KUNG MANSION, NO. 80-86 ELECTRIC ROAD, NORTH POINT, HONG KONG",2211803481,RL,,2026-07-10,22.284443,114.1918435,2025-07-10,ChIJo08gHwABBDQRfMpNTvaQEgI,3.3,3.0,369,thai_restaurant,"['thai_restaurant', 'asian_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
源泰海南雞,YUEN. THAI,元朗區,Yuen Long,94,新界元朗天水圍嘉湖山莊樂湖居 新北江商場地下A149-152號鋪,"SHOP NO. A149-152, G/F, THE COMMERCIAL DEVELOPMENT, LOCWOOD COURT, KINGSWOOD VILLAS, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",2294805525,RL,,2026-06-01,22.4515825,114.0014174,2025-07-14,ChIJwVFZD37wAzQRfexEP497igc,3.9,0.0,24,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰發泰國餐廳,泰發泰國餐廳,元朗區,Yuen Long,94,新界元朗鳳群街2號年發大廈地下3-4號鋪,"SHOP 3-4, G/F, LIN FAT BUILDING, 2 FUNG KWAN STREET, YUEN LONG, NEW TERRITORIES",2294803644,RL,#G,2026-11-27,22.4424266,114.0349795,2025-10-23,ChIJhaNujqfwAzQRrNW3LLIF9JQ,3.9,0.0,32,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰味屋,BAAN RAO,離島區,Islands,17,新界梅窩碼頭路11號銀輝大廈D座地下D舖,"SHOP D, G/F., BLOCK D, GRANDVIEW MANSION, 11 MUI WO FERRY PIER ROAD, NEW TERRITORIES",2217801441,RL,,2026-12-30,22.2645036325774,114.000609509947,2026-02-04,ChIJDXMkCphXATQR_aXJaOguPXU,4.8,0.0,441,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
My Thai,My Thai,離島區,Islands,17,新界東涌東涌海濱路12號藍天海岸商場地下9A1舖,"SHOP 9A1, G/F., THE COMMERCIAL DEVELOPMENT COASTAL SKYLINE, NO. 12 TUNG CHUNG WATERFRONT ROAD, TUNG CHUNG, NEW TERRITORIES",2217801681,RL,,2026-11-26,22.292516,113.94527,2026-01-05,ChIJiapU7rDiAzQR275SBXxIxTk,3.8,3.0,262,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰星匯泰國菜,Thai Sparkle Food,葵青區,Kwai Tsing,91,"新界葵涌信芳街30,36,40,42號濠勝閣地下D鋪","SHOP D, G/F, VICTORY COURT, 30, 36, 40, 42 SHUN FONG STREET, KWAI CHUNG, NEW TERRITORIES",2291802428,RL,,2026-04-09,22.359697,114.1264243,2025-03-07,ChIJnaKc5L34AzQRu-9zLhVygSc,3.5,3.0,339,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
越港泰特食,VIET & THAI FOOD,旺角區,Mong Kok,62,九龍大角咀大全街13號大有樓地下A鋪,"SHOP A, G/F, TAI YAU BUILDING, 13 TAI TSUN STREET, TAI KOK TSUI, KOWLOON",3162804086,RR,,2027-01-18,22.3218768,114.1615467,2026-01-30,ChIJf9uBZnABBDQRqWNpmMWmOyA,5.0,0.0,8,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰象,泰象,油尖區,Yau Tsim,61,九龍尖沙咀金巴利道75號東南大廈1樓,"1/F, SOUTH EAST MANSION, NO. 75 KIMBERLEY ROAD, TSIM SHA TSUI, KOWLOON",2261814055,RL,,2027-01-23,22.3017236,114.1752369,2026-01-23,ChIJyVS6UoUBBDQRAeWQLb54ORY,4.9,0.0,9,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
水門泰式海南雞飯專門店,水門泰式海南雞飯專門店,東區,Eastern,11,香港筲箕灣筲箕灣道57-87號太安樓地下A38鋪,"SHOP A38, G/F., TAI ON BUILDING, 57-87 SHAU KEI WAN ROAD, SHAU KEI WAN, HONG KONG",2211805593,RL,,2027-02-09,22.2828742,114.2220997,2026-02-10,ChIJeUfSX8wBBDQRHhOOCXycp_Q,3.5,0.0,18,chicken_restaurant,"['chicken_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
金邊粉泰國菜,PAD THAI RESTAURANT,北區,North,96,新界粉嶺聯和道13號地下,"G/F, 13 LUEN WO ROAD, FANLING, NEW TERRITORIES",2296801679,RL,,2027-03-15,22.4977051,114.1426458,2026-02-26,ChIJ3W8e4R32AzQRUqi3zTSqows,3.9,3.0,613,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰亞萊,泰亞萊,九龍城區,Kowloon City,52,九龍九龍城紅磡庇利街32號地下,"G/F, 32 BAILEY STREET, HUNG HOM, KOWLOON CITY, KOWLOON",2252804696,RL,,2027-02-02,22.3121659,114.1886027,2025-12-24,ChIJwQWH19gABDQRUqpJZCJk3EY,4.5,2.0,650,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰國廚子,Thai Chef,沙田區,Sha Tin,97,新界沙田馬鞍山烏溪沙路8號迎海薈商場二樓5號鋪,"SHOP NO. 5, 2/F, DOUBLE COVE PLACE, 8 WU KAI SHA ROAD, MA ON SHAN, SHA TIN, NEW TERRITORIES",2297804435,RL,,2027-03-28,22.4300282,114.2432523,2026-02-16,ChIJoUiwbEoPBDQREfFg5gDQtNE,3.0,0.0,81,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰正斗,泰正斗,北區,North,96,新界上水馬會道158號地下,"G/F, 158 JOCKEY CLUB ROAD, SHEUNG SHUI, NEW TERRITORIES",2296801846,RL,,2026-11-27,22.5046265397296,114.129990472655,2025-10-16,ChIJ5WlsLgD3AzQRhG0uqrZ1wx4,4.1,0.0,27,restaurant,"['restaurant', 'thai_restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
馬泰,MA THAI,灣仔區,Wan Chai,12,香港銅鑼灣洛克道408號地下,"G/F., 408 LOCKHART ROAD, CAUSEWAY BAY, HONG KONG",2212810602,RL,,2026-12-28,22.279584,114.1804424,2025-12-24,ChIJYeYBPWABBDQRhEIQoxiT8vc,3.6,0.0,109,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰國大城船麵,泰國大城船麵,灣仔區,Wan Chai,12,香港銅鑼灣謝斐道483-499號新城大廈地下G及H舖,"SHOP NOS. G & H, G/F., CITY MANSION, NOS. 483-499 JAFFE ROAD, CAUSEWAY BAY, HONG KONG",2212812334,RL,,2026-04-28,22.2812237,114.1828103,2025-04-28,ChIJ80VzAcIBBDQRbs55YV_rogE,3.4,0.0,188,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
Lemon Thai Restaurant,Lemon Thai Restaurant,九龍城區,Kowloon City,52,九龍九龍城城南道38及40號地下,"G/F, 38-40 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252805088,RL,#G#H,2026-09-22,22.3294423,114.1910899,2025-09-11,ChIJ3VrjmCoHBDQRc8uDGzxsZQk,3.8,3.0,307,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰火,THAI FIRE,觀塘區,Kwun Tong,51,九龍觀塘開源道71號王子大廈九樓A單位,"UNIT A, 9/F, WONG TZE BUILDING, 71 HOI YUEN ROAD, KWUN TONG, KOWLOON",2251805443,RL,,2026-10-05,22.311084,114.2250719,2025-09-04,ChIJCfAWy6IBBDQRqBopskNOtRk,4.3,0.0,140,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
雄泰粉麵,Hung Tai Restaurant,北區,North,96,新界粉嶺和泰街21號地下,"G/F, 21 WO TAI STREET, FANLING, NEW TERRITORIES",2296801730,RL,,2026-07-25,22.4992319,114.1417051,2025-07-02,ChIJRZLouR32AzQRGQOPoYgCZZU,4.0,2.0,551,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
晴苑泰國菜,Sunny Thai Restaurant,旺角區,Mong Kok,62,九龍旺角大角咀鐵樹街9號金旺閣地下10號舖,"SHOP 10, G/F, KING WANG HEIGHTS, 9 TIT SHU STREET, TAI KOK TSUI, MONG KOK, KOWLOON",2262813536,RL,#G#H,2026-07-17,22.3190062,114.1632286,2025-07-14,ChIJ5fVU1TcBBDQRBbS3KiUJ5J4,4.5,0.0,12,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰聚,Thai Gather,旺角區,Mong Kok,62,九龍旺角花園街239號嘉慶苑地下A舖,"SHOP A, G/F, GARDEN HEIGHTS, NO. 239 FA YUEN STREET, MONG KOK, KOWLOON",2262812898,RL,#G,2026-11-05,22.3261569,114.1695621,2025-10-20,ChIJn60JekwBBDQRUiMldF6aMLs,3.9,0.0,260,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰鬼汁,泰鬼汁,元朗區,Yuen Long,94,新界元朗俊賢坊18號權益大樓地下8號鋪,"SHOP NO. 8, G/F, KUEN YICK BUILDING, 18 CHUN YIN SQUARE, YUEN LONG, NEW TERRITORIES",3194802737,RR,,2026-04-19,22.4464538,114.0231091,2026-01-20,ChIJm1Nz1SLxAzQRBt0UtTK9-Sk,4.7,0.0,28,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰地道,HOT BASIL,九龍城區,Kowloon City,52,九龍九龍城城南道63至71號地下2號舖,"SHOP 2, G/F, 63-71 SOUTH WALL ROAD, KOWLOON CITY, KOWLOON",2252806461,RL,,2026-04-17,22.3301373,114.1908899,2025-02-28,ChIJHYIXhSoHBDQRTSxR97W6dRM,4.1,0.0,135,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金滿象正宗泰國菜,ICON THAI,旺角區,Mong Kok,62,九龍旺角廣華街2-20號 登打士街83-87號 翠園大樓第二期地下4號舖,"SHOP NO. 4, G/F, TSUI YUEN MANSION, BLOCK II, NOS. 83-87 DUNDAS STREET, NOS. 2-20 KWONG WA STREET, MONG KOK, KOWLOON",2262811965,RL,#G,2026-09-25,22.3158156,114.1727469,2025-10-16,ChIJPac6hcYABDQRAUJ8iiTmYuw,3.8,3.0,216,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
CoCo Tree Thai Restaurant,CoCo Tree Thai Restaurant,中西區,Central/Western,18,香港西營盤英華台1-6號華輝閣地下2-3號鋪,"SHOP 2 AND 3, G/F., WAH FAI COURT, 1-6 YING WA TERRACE, SAI YING PUN, HONG KONG",2218811500,RL,,2026-11-19,22.2847757,114.1423794,2025-11-11,ChIJj-Tpid3_AzQRfxyRusIGcxo,3.6,0.0,37,restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰好味,THAI ROS ZAB,中西區,Central/Western,18,香港西環荷蘭街1-11號建益大廈地下B鋪,"SHOP B, G/F., KIN YICK MANSION, 1-11 HOLLAND STREET, WESTERN, HONG KONG",2218811193,RL,,2026-07-17,22.2843058,114.1308129,2025-10-06,ChIJ53qQIJv_AzQRIVgqEoLgVO8,4.2,0.0,164,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰味道,THAI TASTE,東區,Eastern,11,香港筲箕灣筲箕灣東大街28-40A號 東興大廈地下12號鋪,"SHOP 12, G/F., TUNG HING BUILDING, NO. 28-40A SHAU KEI WAN MAIN STREET EAST, SHAU KEI WAN, HONG KONG",3111803285,RR,,2026-08-03,22.2800295,114.2301801,2025-08-01,ChIJCRqOkBIBBDQRl9fAnhVgDIY,4.7,0.0,21,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰潮,THAI CHIU,元朗區,Yuen Long,94,新界元朗八鄉竹坑新隆圍50號地下第111約第544號地段 的餘段,"LOT NO. 544 RP IN DD 111, G/F, 50 CHUK HANG SAN LUNG WAI, PAT HEUNG, YUEN LONG, NEW TERRITORIES",2294807309,RL,,2026-04-18,22.445437,114.097425,2025-05-02,ChIJjyS9iZ33AzQRV56NrKw8kX4,3.9,3.0,194,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰拍耶,Phaya Thai,九龍城區,Kowloon City,52,九龍紅磡黃埔花園第5期第一層地庫B02號鋪,"SHOP B02, BASEMENT 1, SITE 5, WHAMPOA GARDEN, HUNG HOM, KOWLOON",2252805802,RL,#G#H,2027-02-14,22.3040764995482,114.189956549561,2026-01-08,ChIJYYL8VwABBDQRBfbth5foe_I,2.0,0.0,1,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
孖女廚房泰好味,孖女廚房泰好味,深水埗區,Sham Shui Po,63,九龍深水埗元州街213號美居中心地下21號鋪,"SHOP 21, G/F, MANOR CENTRE, 213 UN CHAU STREET, SHAM SHUI PO, KOWLOON",3163801905,RR,,2026-05-23,22.3345126854527,114.160238695761,2025-05-13,ChIJx0UTCAAHBDQRMMghY4N5fEo,4.7,0.0,24,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
Tao's Thai Food,Tao's Thai Food,深水埗區,Sham Shui Po,63,九龍深水埗鴨寮街28-36號運福樓地下B舖,"SHOP B, G/F, FORTUNE MANSION, 28-36 APLIU STREET, SHAM SHUI PO, KOWLOON",3163801710,RR,,2026-05-24,22.3273731,114.1659278,2025-06-12,ChIJn7Vc_SUBBDQRIeQqq52HSgg,4.0,0.0,11,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
泰滋味水門雞專門店,泰滋味水門雞專門店,黃大仙區,Wong Tai Sin,53,九龍黃大仙銀鳳街12號地下,"G/F, 12 NGAN FUNG STREET, WONG TAI SIN, KOWLOON",3153800884,RR,,2026-05-22,22.3442471,114.1980519,2025-04-11,ChIJQ-8kRMQHBDQR9Gh4_FjXDsk,3.8,0.0,29,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰屋,SAWADEE THAI RESTAURANT,旺角區,Mong Kok,62,九龍旺角彌敦道726號二字樓,"2/F, 726 NATHAN ROAD, MONG KOK, KOWLOON",2262812603,RL,#G,2026-05-23,22.3212111,114.169166,2025-05-23,ChIJBcpPE8gABDQRedaVBUGEDJ8,3.9,3.0,523,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
Stanley P.P. (赤柱中泰美食),Stanley P.P. (赤柱中泰美食),南區,Southern,15,香港赤柱赤柱大街52-56號友誠樓地下上層,"UPPER G/F. , YAU SHING LAU, 52-56 STANLEY MAIN STREET, STANLEY, HONG KONG",2215801872,RL,,2026-04-26,22.2182205,114.2126492,2025-04-15,ChIJ6SyYfmuqBjQRuO1r93_YXnE,3.9,0.0,176,chinese_restaurant,"['chinese_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
泰好食,泰好食,東區,Eastern,11,香港北角渣華道146-166號 嘉威大廈地下1B舖,"FLAT 1B, G/F., KA WAI BUILDING, NOS. 146-166 JAVA ROAD, NORTH POINT, HONG KONG",3111803513,RR,,2026-06-26,22.2923162,114.2010044,2025-12-09,ChIJWYu7FAkBBDQRqMzyWsXXP-A,4.7,0.0,16,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
泰叻泰越美食海南雞飯,Thai Viet Style,深水埗區,Sham Shui Po,63,九龍深水埗順寧道483號順景華庭地下2號鋪,"SHOP 2, G/F, THE SORENTINO, 483 SHUN NING ROAD, SHAM SHUI PO, KOWLOON",2263805565,RL,,2026-10-08,22.3399106,114.1551291,2025-10-03,ChIJJUv6VAAHBDQRGYNkRTfVC-A,3.5,0.0,17,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
金泰棧,Thai Restaurant & B.B.Q.,屯門區,Tuen Mun,93,"新界屯門屯利街1號華都花園第二層1,20及21號部份鋪","SHOP 1, 20 AND PORTION OF 21, LEVEL 2, WALDORF GARDEN, 1 TUEN LEE STREET, TUEN MUN, NEW TERRITORIES",2293804604,RL,,2026-07-08,22.392354,113.978549,2025-06-25,ChIJ_xD2O0b7AzQREhQgGswHYiU,3.9,0.0,23,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Pun,食字
美味的泰國菜,美味的泰國菜,深水埗區,Sham Shui Po,63,九龍深水埗元州街162-188號天悅廣場地下A8鋪,"SHOP A8, G/F, SMILING PLAZA, 162-188 UN CHAU STREET, SHAM SHUI PO, KOWLOON",3163801686,RR,,2027-03-20,22.3350001,114.1605063,2026-03-17,ChIJxTXidgAHBDQR9hpGp4EDnA4,4.6,0.0,125,thai_restaurant,"['thai_restaurant', 'restaurant', 'point_of_interest', 'food', 'establishment']",Standard,標準
Thai Basil,Thai Basil,離島區,Islands,17,香港長洲建新里9號地下,"G/F., 9 KIN SAN LANE, CHEUNG CHAU, HONG KONG",2217802444,RL,,2026-12-09,22.20583,114.02803,2026-01-07,ChIJA5hlTABXATQRL_AGkuRLGrA,4.8,0.0,25,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
Nara Thai,Nara Thai Cuisine,沙田區,Sha Tin,97,新界沙田 沙田正街18號  新城市廣場一期 5樓507號鋪,"SHOP 507, LEVEL 5, NEW TOWN PLAZA PHASE 1, 18 SHATIN CENTRE STREET, SHA TIN, NEW TERRITORIES",2297806130,RL,#G,2026-11-05,22.3817578,114.1886372,2025-10-31,ChIJMejFWNUHBDQRTD7N3lIrjlA,4.0,3.0,1014,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
Asok Thai Garden,Asok Thai Garden,油尖區,Yau Tsim,61,九龍尖沙咀亞士厘道29-39號九龍中心地下C鋪,"SHOP C, G/F, KOWLOON CENTRE, 29-39 ASHLEY ROAD, TSIM SHA TSUI, KOWLOON",2261815766,RL,,2026-06-05,22.2975863,114.1702704,2025-06-23,ChIJ06aVLZ4BBDQRGhSL1R9Jxkw,4.2,0.0,469,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",English,英文
金坊泰國美食,金坊泰國美食,西貢區,Sai Kung,98,新界將軍澳TKOTL27新都城第二期第二層2016鋪,"SHOP 2016, LEVEL 2, MCP CENTRAL, TKOTL 27, TSEUNG KWAN O, NEW TERRITORIES",2298804308,RL,,2026-08-07,22.32351,114.25818,2025-10-03,ChIJHWz1EQwEBDQRHNaq71IChzE,3.6,3.0,434,thai_restaurant,"['thai_restaurant', 'restaurant', 'food', 'point_of_interest', 'establishment']",Standard,標準
